sample_idx,target_class,formula,n_picks,depth,precision_train,n_tp,n_fp
0,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
1,1.0,"( ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,3,1.0,8,0
2,6.0,"( ( G( (x_2 <= -0.0358) ∨ ( G(x_1 => -0.7613) ) ) ) ∧ ( ( G[176,inf](x_2 => -0.5305) ) ∨ ( G(x_0 <= 0.2759) ) ) )",2,4,0.9,9,1
3,1.0,"( ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) ∧ ( F[128,inf]( (x_1 => 1.5693) ∧ ( F[2,60](x_0 <= -1.4165) ) ) ) )",2,4,1.0,6,0
4,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
5,1.0,"( ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) ∧ ( ( F[249,inf](x_0 <= -1.271) ) ∨ (x_1 => 0.5079) ) )",2,3,0.777778,7,2
6,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) )",2,4,1.0,8,0
7,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( F[168,227](x_0 => 1.3143) ) ∧ ( (x_1 <= -0.284) ∧ (x_2 <= -0.0086) ) ) )",2,4,1.0,10,0
8,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) )",2,4,1.0,8,0
9,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
10,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
11,6.0,"( ( G( (x_2 <= -0.0358) ∨ ( G(x_1 => -0.7613) ) ) ) ∧ ( G[26,281]( (x_2 => 0.7416) ∨ (x_1 <= 1.1834) ) ) )",2,4,1.0,4,0
12,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( F[168,227](x_0 => 1.3143) ) ∧ ( (x_1 <= -0.284) ∧ (x_2 <= -0.0086) ) ) )",2,4,1.0,10,0
13,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) )",2,4,1.0,8,0
14,6.0,( ( G( (x_2 <= -0.0358) ∨ ( G(x_1 => -0.7613) ) ) ) ∧ ( G( (x_0 => -0.7588) ∨ (x_1 => -0.4036) ) ) ),2,4,1.0,7,0
15,1.0,"( ( ( ( F[168,227](x_0 => 1.3143) ) ∧ ( (x_1 <= -0.284) ∧ (x_2 <= -0.0086) ) ) ∧ ( ( F[27,40](x_2 <= -0.2123) ) ∧ (x_0 <= -0.1098) ) ) ∧ ( ( G(x_1 => -1.6092) ) ∧ ( (x_0 <= -0.1676) ∨ ( G[171,217](x_0 <= 0.1104) ) ) ) )",3,4,0.727273,8,3
16,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) )",2,4,1.0,8,0
17,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
18,1.0,"( ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,3,1.0,8,0
19,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
20,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
21,1.0,"( ( ( F[168,227](x_0 => 1.3143) ) ∧ ( (x_1 <= -0.284) ∧ (x_2 <= -0.0086) ) ) ∧ ( G[125,205]( ( (x_0 => -0.7175) ∨ (x_2 <= -1.2394) ) ∧ ( F[81,inf](x_1 => 0.5965) ) ) ) )",2,4,0.9,9,1
22,1.0,"( ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) ∧ ( (x_1 <= 0.7716) ∧ ( G[143,156](x_2 => 0.2257) ) ) )",2,3,1.0,10,0
23,6.0,"( ( ( ( (x_0 <= -1.9194) ∧ (x_1 => -0.6815) ) ∨ ( F[2,4](x_2 <= 1.3482) ) ) ∧ ( (x_1 <= -1.2952) ∨ (x_1 => 1.4477) ) ) ∧ ( ( F[108,235]( (x_1 => 4.9071) ∨ (x_0 <= -2.1304) ) ) ∨ (x_1 => 1.0618) ) )",2,4,1.0,6,0
24,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( F[168,227](x_0 => 1.3143) ) ∧ ( (x_1 <= -0.284) ∧ (x_2 <= -0.0086) ) ) )",2,4,1.0,10,0
25,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) )",2,4,1.0,8,0
26,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) )",2,4,1.0,8,0
27,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) )",2,4,1.0,8,0
28,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
29,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) )",2,4,1.0,8,0
30,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( F[168,227](x_0 => 1.3143) ) ∧ ( (x_1 <= -0.284) ∧ (x_2 <= -0.0086) ) ) )",2,4,1.0,10,0
31,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( F[168,227](x_0 => 1.3143) ) ∧ ( (x_1 <= -0.284) ∧ (x_2 <= -0.0086) ) ) )",2,4,1.0,10,0
32,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
33,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( F[168,227](x_0 => 1.3143) ) ∧ ( (x_1 <= -0.284) ∧ (x_2 <= -0.0086) ) ) )",2,4,1.0,10,0
34,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
35,6.0,"( ( G( (x_2 <= -0.0358) ∨ ( G(x_1 => -0.7613) ) ) ) ∧ ( ( G[176,inf](x_2 => -0.5305) ) ∨ ( G(x_0 <= 0.2759) ) ) )",2,4,0.9,9,1
36,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
37,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( ( G[145,201](x_0 => 0.345) ) ∨ (x_1 => 2.5226) ) )",2,4,1.0,8,0
38,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
39,6.0,( ( G( (x_2 <= -0.0358) ∨ ( G(x_1 => -0.7613) ) ) ) ∧ ( G( (x_0 => -0.7588) ∨ (x_1 => -0.4036) ) ) ),2,4,1.0,7,0
40,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
41,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
42,2.0,"( ( F( ( F[259,inf](x_0 => 2.4737) ) ∨ (x_2 => 1.8847) ) ) ∧ ( ( F(x_2 <= -1.7206) ) ∧ ( F[149,inf](x_2 => 1.5684) ) ) )",2,4,1.0,7,0
43,2.0,"( ( F( ( F[259,inf](x_0 => 2.4737) ) ∨ (x_2 => 1.8847) ) ) ∧ ( F[39,184]( ( (x_1 <= -1.257) ∨ (x_0 => 1.4774) ) ∧ (x_0 <= -1.8835) ) ) )",2,4,1.0,11,0
44,2.0,"( ( ( F[18,27](x_1 => -0.6475) ) ∧ ( F( (x_1 <= -1.7818) ∧ (x_0 <= -1.7761) ) ) ) ∧ ( G[116,192]( F[3,39]( (x_0 <= 0.7273) ∧ (x_0 => -0.3778) ) ) ) )",2,4,1.0,11,0
45,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
46,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
47,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
48,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,3,1.0,9,0
49,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,3,1.0,9,0
50,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
51,2.0,"( ( (x_1 => -0.013) ∨ (x_1 <= -2.8044) ) ∧ ( F[11,131](x_1 <= -1.5896) ) )",1,2,0.75,12,4
52,2.0,"( ( (x_1 => -0.013) ∨ (x_1 <= -2.8044) ) ∧ ( F[11,131](x_1 <= -1.5896) ) )",1,2,0.75,12,4
53,2.0,"( ( F( ( F[259,inf](x_0 => 2.4737) ) ∨ (x_2 => 1.8847) ) ) ∧ ( F[39,184]( ( (x_1 <= -1.257) ∨ (x_0 => 1.4774) ) ∧ (x_0 <= -1.8835) ) ) )",2,4,1.0,11,0
54,2.0,"( ( F( ( F[259,inf](x_0 => 2.4737) ) ∨ (x_2 => 1.8847) ) ) ∧ ( F[39,184]( ( (x_1 <= -1.257) ∨ (x_0 => 1.4774) ) ∧ (x_0 <= -1.8835) ) ) )",2,4,1.0,11,0
55,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
56,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
57,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,3,1.0,9,0
58,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[33,88](x_2 <= 0.1601) ) ) )",2,3,1.0,14,0
59,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
60,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
61,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
62,2.0,"( ( (x_1 => -0.013) ∨ (x_1 <= -2.8044) ) ∧ ( F[11,131](x_1 <= -1.5896) ) )",1,2,0.75,12,4
63,1.0,"( ( G[76,168]( (x_0 => -1.1536) ∧ ( (x_0 => 1.9387) ∨ (x_1 <= 0.9787) ) ) ) ∧ ( G[15,145]( F[25,127](x_2 => 0.8677) ) ) )",2,4,1.0,8,0
64,2.0,"( ( (x_0 => 2.1276) ∨ ( F[99,132](x_1 <= -1.5907) ) ) ∧ ( G( F[54,147](x_0 => 0.8534) ) ) )",2,3,1.0,9,0
65,2.0,"( ( G[261,inf](x_1 => -0.1246) ) ∧ (x_1 => -0.185) )",1,2,0.769231,10,3
